id,track_name,artist_name,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5y69gQtK33qxb8a24ACkCy,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.559,0.845,11,-3.871,1,0.0379,0.222,0.0,0.164,0.304,94.915,237493
1X5WGCrUMuwRFuYU1eAo2I,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.725,0.732,9,-6.594,1,0.156,0.0501,1.8e-06,0.104,0.515,93.029,201230
3utIAb67sOu0QHxBE88P1M,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.695,0.903,9,-5.092,0,0.162,0.0137,4.32e-05,0.126,0.811,138.985,190453
3jkdQNkDTxxXtjSO4l0o1H,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.747,0.878,8,-3.533,1,0.0282,0.343,0.0,0.0872,0.557,106.004,208333
5c1sfI6wIQEsSUw0xrkFdl,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.485,0.823,1,-2.816,1,0.0362,0.00981,0.0,0.116,0.555,91.005,189187
6sqNctd7MlJoKDOxPVCAvU,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.414,0.936,2,-2.407,1,0.0758,0.00136,0.0,0.369,0.74,170.229,242413
1b7vg5T9YKR3NNqXfBYRF7,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.35,0.909,2,-4.204,1,0.0774,0.0024,0.0,0.163,0.314,166.866,220133
6GIrIt2M39wEGwjCQjGChX,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.423,0.94,1,-4.012,0,0.0635,0.00166,0.0,0.178,0.505,149.934,206520
2HHtWyy5CgaQbC7XSoOb0e,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,243773
1MYYt7h6amcrauCOoso3Gx,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.343,0.975,1,-2.502,0,0.135,3.23e-05,0.991,0.0515,0.133,119.883,70294
3x2mJ2bjCIU70NrH49CtYR,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.414,0.959,7,-4.299,0,0.0378,2.31e-05,0.933,0.368,0.589,145.911,65306
1Pm3fq1SC6lUlNVBGZi3Em,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.522,0.205,2,-7.986,1,0.0376,0.0534,0.235,0.0985,0.353,103.868,108532
1NXTEkIeRL59NK61QuhYUl,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.0849,0.956,2,-4.196,1,0.0805,5.24e-05,0.953,0.397,0.309,185.397,214269
3RGlJJFkWEavxeRQr9ivAd,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.283,0.925,3,-4.7,1,0.111,0.000748,0.933,0.166,0.368,99.45,110219
0e9hR1vTrzlUvFH5PgA9rY,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.492,0.97,4,-5.677,0,0.0554,9.65e-06,0.891,0.162,0.556,120.005,207520
7dkbEHIMLoeuG4zXGmzhEH,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.493,0.969,2,-3.282,0,0.0463,0.201,0.655,0.247,0.34,170.581,226000
7nZnCjIJ8JigdMqJ36yRRm,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.536,0.458,2,-9.906,0,0.0385,0.893,0.495,0.106,0.259,170.113,104600
2TK2KSrzXD6W01qjXVjNGh,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.638,0.49,4,-9.382,0,0.426,0.271,0.0,0.664,0.511,173.552,318215
3nJYcY9yvKP8Oi2Ml8brXt,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.68,0.413,8,-9.41,1,0.492,0.177,0.0,0.205,0.383,158.576,321697
4TTV7EcfroSLWzXRY6gLv6,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.609,0.435,11,-7.861,0,0.285,0.522,0.0,0.118,0.552,131.995,236738
4cxvludVmQxryrnx1m9FqL,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.698,0.649,8,-6.764,1,0.415,0.15,0.0,0.0903,0.568,180.466,333154
5CQ30WqJwcep0pYcV4AMNc,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830
1HZ3cUZUw5htSFmah1V8Ko,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,306040
43pmQcgxMMhJu1gPW2ZdNz,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.444,0.793,5,-5.326,0,0.0377,0.0107,0.000769,0.184,0.208,101.012,602080
6Vz7vzOpCwKeSQlfViibuY,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.633,0.858,11,-7.42,0,0.0473,0.208,0.0112,0.0655,0.724,102.561,356520
4sFbojhVXQv7dBC9PVCcRn,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.566,0.673,9,-10.814,1,0.306,0.565,1.13e-06,0.0438,0.583,114.385,377747
1dv3ePjze9tPq2pk8eWJdR,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,270773
5EWPGh7jbTNO2wakv8LjUI,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,547107
1GqlvSEtMx5xbGptxOTTyk,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,303587
39C5FuZ8C8M0QI8CrMsPkR,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.435,0.657,5,-8.868,1,0.0545,0.00983,0.00748,0.0923,0.209,118.704,467640
4aVuWgvD0X63hcOCnZtNFA,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.473,0.898,6,-4.797,0,0.0561,0.00783,0.0618,0.173,0.808,96.556,235547
4DMKwE2E2iYDKY01C335Uw,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000
1AhDOtG9vPSOmsWgNW0BEY,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320
4CJVkjo5WpmUAKp3R44LNb,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,281147
1QEEqeFIZktqIpPI4jSVSF,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133
2nVHqZbOGkKWzlcy1aMbE7,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22e-05,0.155,0.581,80.617,508200
6MpMuAuLzFFfwB8QzWL1iZ,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.363,0.554,2,-10.784,0,0.0317,0.0885,0.973,0.261,0.408,72.429,241160
7o2CTH4ctstm8TNelqjb51,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,354520
4BP3uh0hFLFRb5cjsgLqDh,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773
0XIvZ82aDF7JiSi3ZE320u,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,252493
3QZ7uX97s82HFYSmQUAN1D,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880
6UGHk2cmbDC1oidVjXcCKo,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.528,0.921,2,-7.64,1,0.0524,0.0174,0.000186,0.0472,0.298,144.368,370427
3lpDrxUkr0tIe1kmJvdK7d,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.51,0.919,7,-8.244,1,0.0593,0.00205,0.809,0.068,0.386,141.053,265840
0K6yUnIKNsFtfIpTgGtcHm,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,259840
0hBby0yygBY1u3m6tSpZgC,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.293,0.787,5,-8.841,1,0.0438,0.00774,0.496,0.392,0.139,165.307,658987
6cbBAD1AAYVaQR1cx89AZX,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.528,0.557,2,-10.342,0,0.0315,0.245,0.0156,0.0958,0.357,121.732,285533
1k0GxoZYv3Yx5mNeXMOZN2,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.603,0.851,0,-8.574,0,0.0584,0.0251,1.71e-05,0.318,0.627,143.218,286227
74tqql9zP6JjF5hjkHHUXp,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.622,0.537,0,-4.435,1,0.0335,0.261,0.0,0.0781,0.25,60.018,212716
4erhEGuOGQgjv3p1bccnpn,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.818,0.599,7,-2.976,0,0.04,0.285,0.0,0.0845,0.874,96.959,180007
4hRA2rCPaCOpoEIq5qXaBz,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.761,0.796,9,-4.277,1,0.298,0.309,0.0,0.136,0.892,102.249,204376
1enx9LPZrXxaVVBxas5rRm,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.739,0.706,9,-6.534,1,0.152,0.219,0.0,0.132,0.559,144.111,232867
0WNGsQ1oAuHzNTk8jivBKW,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.539,0.846,8,-3.192,1,0.0354,0.0063,1.68e-06,0.13,0.46,106.992,274097
24psBRmEw3kHjBGZfl1dmb,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.729,0.898,5,-1.029,1,0.0391,0.315,0.0,0.107,0.517,126.977,218475
06L1apH8kLF47dbhZ4Zg9A,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.609,0.246,8,-8.449,1,0.0376,0.784,0.0,0.0825,0.371,123.773,288993
2qWgqPdW1OiAP8KSBH1b93,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.763,0.658,5,-5.643,0,0.147,0.0258,0.0,0.0915,0.389,80.038,217861
2PTf3zh9UUsgdxQ5b0eXg8,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.604,0.875,7,-1.995,0,0.0539,0.244,0.0,0.114,0.219,129.925,234107
7tIJDktakabGoHjwTTa35W,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.756,0.426,1,-8.75,0,0.0745,0.504,0.0394,0.0884,0.355,135.96,257647
6ToAD7ajJidQTDn72OncDG,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.628,0.284,4,-11.629,1,0.102,0.544,5.01e-06,0.121,0.354,91.131,161624
6yEfq48XkEzCg0TwY6Hhkb,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.758,0.402,9,-5.066,1,0.0459,0.411,0.0,0.217,0.519,92.109,189154
1ZgfAxHQCXLt8o1VXEHHAt,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.756,0.922,1,-2.683,1,0.0539,0.0615,0.000462,0.0723,0.809,100.005,206773
4b1sQpvL7QVgamRZ74F1oA,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.694,0.748,10,-2.93,0,0.167,0.0222,0.0,0.155,0.521,92.918,208667
0AO2yQNGcH0ASHHU5lS4lT,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.538,0.436,3,-8.73,0,0.0504,0.726,0.0,0.151,0.37,87.111,229350
0g1AmSKokPboFrxmG1dxKx,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.738,0.676,11,-3.025,0,0.0507,0.446,0.0,0.253,0.961,95.04,211375
5S5gGOsUarzRXKoaSstwba,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.715,0.831,2,-6.161,1,0.0729,0.223,3.84e-06,0.132,0.805,100.006,223642
4z8xFgX0Xq1T9xXomoDLJ2,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.536,0.707,10,-7.086,0,0.1,0.158,0.0,0.211,0.684,77.074,236919
4Y6Voc2xpc4lPD5iKpN4o2,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.662,0.716,4,-4.942,1,0.118,0.12,0.0,0.396,0.727,102.1,219488
2fRojxstKd6Tz9VziOeo9n,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.817,0.747,1,-3.047,1,0.0625,0.043,0.0,0.0601,0.618,103.026,200170
2BPXILn0MqOe5WroVXlvN1,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.497,0.431,5,-4.755,0,0.0287,0.66,0.0,0.153,0.167,133.675,229678
1zl7VGjTBriRXgdHEb6z1e,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.756,0.675,2,-6.619,1,0.0375,0.0446,0.0,0.56,0.401,124.975,222288
2MSjhkw47sGrjbZhColyVx,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.699,0.87,10,-5.216,1,0.232,0.0856,0.0,0.0507,0.729,96.945,252367
4ZSLc2F15wKVPjyLt169tt,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.504,0.712,9,-4.705,1,0.379,0.175,0.0,0.377,0.307,189.577,239470
67BbMuItfrHmaNqDxBPF7c,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.827,0.722,6,-4.804,0,0.0945,0.00579,0.0,0.0935,0.589,102.972,212600
0yiigrFvNj02eIlqM8ZGXf,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.773,0.237,2,-9.745,0,0.0604,0.784,0.0,0.101,0.635,94.185,181570
0mtuqz4rcMYCKjF1cjmlu6,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.574,0.909,4,-3.067,0,0.0861,0.0699,0.0,0.0544,0.489,146.723,191007
7dkX68UnlbaCBWNDWSrthP,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.609,0.809,4,-9.869,0,0.0491,0.0314,0.0,0.0504,0.715,146.768,191634
2sdf2x4YLaHb1k9HtE9cBs,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.596,0.882,1,-2.258,1,0.0697,0.621,0.0,0.0682,0.4,130.027,237864
00z4wF0iJsp6GwDkQxkGs6,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.737,0.818,8,-2.892,1,0.0492,0.0936,0.0,0.0577,0.893,116.93,232859
0k6ItoyE50QuW50nGYLO2v,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.651,0.749,5,-3.707,0,0.0412,0.188,0.0,0.0723,0.93,150.019,212334
61NMqZzdUmRHw1KdS1honh,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.769,0.837,2,-3.499,1,0.0631,0.359,0.0,0.238,0.584,120.005,214750
0PibTyOTrNsVfQReWmPhc8,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.738,0.909,4,-2.657,0,0.0321,0.0967,0.0,0.0765,0.769,106.031,222107
3JBnDOUd18QKjDqSYuOfpm,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.718,0.476,4,-9.205,1,0.139,0.422,0.0,0.0876,0.448,48.973,222415
1dzuJ9z66RXuDV3t3gQrFI,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.547,0.642,9,-4.411,1,0.0348,0.505,9.88e-06,0.18,0.404,78.907,224240
3MdJSXjBarAYuuJ7rjJLDk,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.531,0.478,8,-6.853,0,0.0528,0.753,0.0,0.103,0.408,143.81,205683
2LowwiemmGMzzNSH1PJprK,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.737,0.731,10,-3.193,0,0.0706,0.241,0.0,0.087,0.761,94.999,230693
73szhI6oOawKlv6AxgHIS8,Lose Control (feat. Ciara & Fat Man Scoop),Missy Elliott,The Cookbook,0.621,0.673,1,-3.194,0,0.0606,0.467,0.0,0.323,0.289,143.889,279719
